,age,technology_primary,joined_through_referral,preferred_offer_types,last_visit_time,days_since_last_login,avg_time_spent,opportunity_size_usd,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,last_visit_hour
11399,32,1,1,2,2024-01-18 17:25:26,17,126.22,15717.24,561,510.05,1,0,0,1,3,1,17
11400,59,1,1,1,2024-01-18 13:33:57,9,33.05,42965.36,586,1013.14,1,0,0,1,6,0,13
11401,37,3,0,0,2024-01-18 09:16:16,22,152.47,44653.01,1295,786.17,1,0,0,1,2,0,9
11402,38,3,1,0,2024-01-18 13:25:23,15,81.09,45482.38,589,668.06,0,1,0,1,7,1,13
11403,26,3,0,1,2024-01-18 23:19:42,13,172.01,27256.55,549,838.06,0,1,1,3,5,0,23
11404,43,3,0,2,2024-01-18 11:22:57,15,39.42,21481.41,1297,617.69,1,0,0,1,1,1,11
11405,56,3,0,0,2024-01-18 07:48:04,12,187.94,9513.85,603,622.36,0,1,0,1,7,1,7
11406,43,3,0,1,2024-01-18 09:06:14,21,102.37,31041.17,1282,610.06,1,0,1,0,0,1,9
11407,29,1,0,2,2024-01-18 00:10:40,11,1165.28242,6528.61,549,753.28,0,1,1,4,7,0,0
11408,21,3,1,2,2024-01-18 16:27:36,6,592.76,35597.41,611,714.14,1,0,0,1,0,0,16
11409,28,3,0,2,2024-01-18 06:47:06,7,221.07,39035.33,1176,697.62,1,1,0,1,3,1,6
11410,38,1,0,1,2024-01-18 01:00:53,17,103.06,5243.8,561,730.32,1,0,1,3,0,0,1
11411,51,1,1,2,2024-01-18 08:07:15,13,34.79,68951.52,1176,1011.32,0,1,1,3,8,0,8
11412,60,1,0,1,2024-01-18 15:20:28,13,460.4,40180.21,564,616.8,1,0,0,1,1,1,15
11413,57,1,0,0,2024-01-18 17:34:51,12,473.08,12361.74,550,697.62,0,1,1,4,7,1,17
11414,13,1,1,1,2024-01-18 02:42:40,5,215.04,34890.67,556,762.39,1,1,0,1,3,0,2
11415,59,3,0,0,2024-01-18 10:53:42,12,119.37,3800.94,1176,1009.34,0,1,1,2,7,1,10
11416,25,3,1,2,2024-01-18 20:25:50,14,146.36,26659.21,556,508.92,0,1,1,2,1,1,20
11417,59,3,0,1,2024-01-18 23:59:39,19,296.19,14473.22,1077,684.49,1,0,1,2,3,1,23
11418,32,1,1,1,2024-01-18 03:29:49,13,518.9,30593.03,1295,646.54,1,0,0,1,3,1,3
11419,17,1,1,2,2024-01-18 03:03:53,13,193.0,36476.37,594,697.62,1,0,0,1,3,1,3
11420,43,1,0,2,2024-01-18 05:36:48,23,52.5,25360.7,1294,627.94,0,1,0,1,3,1,5
11422,18,1,0,2,2024-01-18 20:13:36,8,32.19,25893.03,1297,697.62,0,1,1,0,3,1,20
11423,62,3,0,2,2024-01-18 10:38:44,23,101.14,16561.98,550,590.74,0,1,0,1,1,1,10
11424,26,1,0,2,2024-01-18 02:05:58,16,128.81,45597.41,559,638.01,0,1,1,0,0,1,2
11425,33,3,1,2,2024-01-18 10:45:15,9,663.69,31984.93,549,546.13,0,1,0,1,1,1,10
11426,60,1,0,0,2024-01-18 17:12:29,15,75.77,45524.71,594,906.42,1,0,0,1,3,1,17
11427,58,3,0,2,2024-01-18 00:05:40,17,33.95,48413.82,591,714.55,1,0,0,1,1,1,0
11428,17,3,0,2,2024-01-18 23:40:23,15,30.01,46119.32,968,686.47,0,1,0,1,1,1,23
11429,64,1,0,1,2024-01-18 21:26:00,20,1204.814474,65217.43,648,839.8,1,0,1,0,8,0,21
11430,33,1,0,2,2024-01-18 23:33:23,3,34.23,29378.98,632,682.83,0,1,1,0,7,1,23
11431,33,3,0,0,2024-01-18 23:24:57,15,196.07,45810.96,564,697.62,1,0,0,1,7,1,23
11432,31,1,1,1,2024-01-18 20:30:58,16,113.21,12700.58,556,748.49,0,1,1,2,7,0,20
11433,29,1,0,1,2024-01-18 05:44:00,18,222.34,12112.08,550,697.62,0,1,1,3,3,1,5
11434,39,1,0,2,2024-01-18 10:04:28,7,74.73,25794.14,549,703.84,1,0,0,1,7,1,10
11436,43,3,0,0,2024-01-18 08:21:59,23,251.26,19606.81,564,518.66,1,0,1,2,3,1,8
11438,24,3,1,2,2024-01-18 11:23:46,16,292.55,50425.52,919,755.55,1,1,0,1,8,0,11
11439,46,1,1,1,2024-01-18 05:48:20,19,269.48,9867.82,594,630.11,0,1,0,1,7,1,5
11440,24,3,1,2,2024-01-18 14:30:34,20,157.37,24410.79,1297,747.53,1,0,1,3,7,0,14
11441,15,3,1,0,2024-01-18 00:57:56,15,371.23,47818.44,552,610.09,1,1,1,3,1,1,0
11442,46,3,0,1,2024-01-18 20:34:33,13,1983.5,7073.63,632,720.26,1,0,1,3,0,0,20
11443,18,1,1,0,2024-01-18 21:38:12,12,33.91,41115.43,619,70.04,1,0,0,1,6,1,21
11444,44,1,1,1,2024-01-18 22:33:08,7,276.73,28071.4,554,397.99,1,0,0,1,8,0,22
11445,43,1,0,2,2024-01-18 18:54:27,12,83.38,40841.64,552,649.54,0,1,1,4,6,1,18
11446,21,1,0,2,2024-01-18 19:52:13,24,141.7,4140.53,1176,1463.3,0,1,0,1,3,0,19
11447,32,3,1,0,2024-01-18 16:15:32,18,599.96,13188.87,1282,726.97,1,0,0,1,6,0,16
11448,60,1,1,1,2024-01-18 15:09:45,4,1072.32,1668.92,594,697.62,1,1,0,1,1,1,15
11449,30,1,0,2,2024-01-18 23:26:58,11,90.49,31033.04,1294,980.14,1,0,0,1,0,1,23
11450,62,1,0,0,2024-01-18 19:27:49,11,533.66,1149.6,591,655.72,1,0,0,1,0,1,19
11451,34,1,0,0,2024-01-18 22:09:21,11,1166.370135,16694.22,552,618.05,0,1,0,1,3,1,22
11452,27,3,0,2,2024-01-18 09:41:19,5,105.31,10192.82,1176,771.01,1,0,1,4,7,0,9
11453,59,3,0,0,2024-01-18 21:53:15,7,613.46,20665.87,1294,711.59,0,1,1,3,8,0,21
11454,42,1,1,0,2024-01-18 09:54:36,10,579.59,23869.54,559,778.49,1,1,0,1,6,0,9
11455,61,1,1,0,2024-01-18 20:24:10,6,176.59,3991.15,603,564.98,1,0,1,0,7,1,20
11456,47,1,0,1,2024-01-18 09:34:30,16,33.93,41461.41,561,709.41,1,0,1,2,7,1,9
11457,61,3,0,1,2024-01-18 15:12:24,21,165.74,48824.05,1176,143.77,1,0,1,4,7,1,15
11458,39,3,0,2,2024-01-18 18:34:27,14,158.06,41374.77,552,1139.27,0,1,0,1,0,0,18
11459,49,1,0,0,2024-01-18 21:19:25,7,190.31,26614.27,603,568.81,1,0,1,4,3,1,21
11460,36,3,0,0,2024-01-18 21:21:04,14,1348.11,34930.89,565,598.9,0,1,0,1,0,1,21
11461,47,1,1,0,2024-01-18 03:46:29,8,33.64,16429.79,1176,674.72,1,0,0,1,3,1,3
11462,28,3,0,0,2024-01-18 02:31:14,12,146.38,7916.46,586,679.53,0,1,1,2,1,1,2
11463,61,1,0,1,2024-01-18 05:14:04,12,223.42,79873.92,648,780.2,1,1,0,1,2,0,5
11464,51,3,0,1,2024-01-18 04:28:44,11,56.97,9049.17,527,715.86,1,0,1,2,5,0,4
11465,27,1,1,0,2024-01-18 08:06:56,8,682.52,59000.87,552,739.8,1,1,0,1,4,0,8
11466,60,1,0,2,2024-01-18 02:40:58,14,117.05,22621.99,619,795.06,1,0,0,1,6,0,2
11467,51,1,0,2,2024-01-18 09:36:13,13,30.44,33166.86,1297,495.84,1,0,0,1,3,0,9
11468,34,1,0,1,2024-01-18 18:41:56,24,31.64,18503.39,556,731.53,0,1,0,1,8,0,18
11469,56,3,1,1,2024-01-18 09:20:51,20,48.6,47182.44,550,697.62,1,0,1,2,3,1,9
11471,21,1,0,2,2024-01-18 23:03:51,6,65.25,33417.55,565,682.65,0,1,1,0,6,1,23
11472,28,1,0,2,2024-01-18 19:01:03,17,325.32,68100.54,559,794.18,1,0,1,0,4,0,19
11473,64,1,1,0,2024-01-18 11:10:00,17,128.7,34795.36,632,688.0,1,0,1,0,3,1,11
11474,30,1,1,1,2024-01-18 14:35:57,11,44.35,48989.07,591,605.18,1,0,0,1,7,1,14
11475,49,3,1,1,2024-01-18 12:35:08,7,31.13,892.89,667,677.76,0,1,0,1,0,1,12
11476,54,1,0,0,2024-01-18 13:17:04,13,193.55,29664.79,556,736.8,0,1,0,1,5,0,13
11477,25,1,1,0,2024-01-18 06:55:00,16,205.66,25791.42,611,731.62,1,0,0,1,6,0,6
11478,19,1,0,1,2024-01-18 17:43:22,11,194.11,5398.09,1297,722.33,0,1,1,2,1,0,17
11480,19,1,1,0,2024-01-18 08:16:35,21,33.31,31875.89,619,708.78,0,1,1,0,1,1,8
11481,20,3,1,1,2024-01-18 12:04:56,17,37.04,26652.41,1291,628.07,1,0,0,1,6,1,12
11482,16,1,0,1,2024-01-18 05:25:33,13,34.35,8159.56,1294,555.38,1,0,0,1,0,1,5
11485,40,1,1,0,2024-01-18 23:39:20,4,605.7,13309.68,554,376.04,1,0,0,1,7,0,23
11486,45,1,0,2,2024-01-18 02:56:37,16,300.23,37387.12,597,724.99,1,0,1,3,3,0,2
11487,28,3,0,2,2024-01-18 23:45:16,15,300.48,21134.7,597,659.0,1,0,0,1,0,1,23
11488,52,1,0,1,2024-01-18 02:22:49,15,318.47,41055.3,565,511.08,0,1,0,1,7,1,2
11489,28,3,1,2,2024-01-18 14:29:35,16,115.61,38196.06,594,667.64,0,1,0,1,6,1,14
11490,18,1,0,0,2024-01-18 23:36:00,11,172.18,9790.51,1297,665.43,1,0,1,4,6,1,23
11491,21,1,0,0,2024-01-18 13:15:53,8,30.24,33481.33,589,719.1,1,0,0,1,0,0,13
11492,23,3,1,1,2024-01-18 20:42:05,16,30.69,26788.79,1291,703.53,1,0,1,0,3,1,20
11493,38,1,0,2,2024-01-18 07:35:22,12,469.29,23659.63,558,803.36,1,0,0,1,4,0,7
11494,13,3,1,0,2024-01-18 02:36:50,5,618.97,26452.49,554,776.71,1,0,0,1,3,0,2
11495,42,1,0,0,2024-01-18 05:06:11,17,30.42,15167.61,1291,779.63,1,0,1,2,7,0,5
11496,21,3,0,0,2024-01-18 13:29:32,21,217.55,43328.1,1295,770.16,1,1,0,1,2,0,13
11497,62,1,0,0,2024-01-18 01:24:48,12,449.56,23711.7,619,600.44,1,0,1,2,1,1,1
11498,36,1,1,2,2024-01-18 05:24:33,14,127.83,1170.2,1282,923.84,0,1,0,1,3,1,5
11499,62,1,0,0,2024-01-18 17:16:06,12,49.62,48804.92,1297,550.4,0,1,0,1,7,1,17
11500,59,1,1,2,2024-01-18 20:18:18,18,239.38,14916.69,1282,1064.07,0,1,0,1,6,0,20
11502,51,3,0,1,2024-01-18 02:14:49,6,172.55,8665.62,619,727.05,0,1,0,1,1,0,2
11503,63,3,1,0,2024-01-18 08:14:12,18,95.27,44030.01,345,744.51,1,0,1,0,7,0,8
11504,33,1,1,1,2024-01-18 22:45:33,11,532.64,21356.57,31,697.62,0,1,0,1,0,0,22
11505,46,3,0,2,2024-01-18 18:09:43,15,74.82,2653.94,785,764.52,1,0,1,0,7,0,18
11506,20,1,1,1,2024-01-18 17:27:51,6,988.07,6256.92,1294,710.97,0,1,0,1,6,0,17
11508,62,1,1,0,2024-01-18 06:28:50,17,52.17,5751.99,586,103.69,1,0,0,1,7,1,6
11511,57,1,1,0,2024-01-18 19:21:30,14,31.01,12930.27,611,747.31,0,1,0,1,7,0,19
11512,34,1,1,2,2024-01-18 15:36:14,8,259.85,3293.56,23,747.02,1,0,1,3,0,0,15
11513,48,1,1,2,2024-01-18 17:36:20,1,33.05,28109.72,592,772.56,0,1,0,1,3,0,17
11514,60,1,0,2,2024-01-18 20:55:54,14,68.06,7027.68,1176,713.43,1,0,1,2,1,0,20
11515,12,3,1,2,2024-01-18 04:07:47,7,77.9,22938.02,559,295.05,1,0,0,1,0,1,4
11516,38,1,1,2,2024-01-18 07:50:45,9,1251.84954,31275.12,565,1139.99,0,1,0,1,1,0,7
11517,42,3,0,1,2024-01-18 05:23:28,16,347.04,62702.0,550,780.22,1,1,0,1,8,0,5
11518,57,1,0,2,2024-01-18 07:45:25,6,467.35,24516.55,552,758.78,0,1,1,3,2,0,7
11520,42,3,1,0,2024-01-18 08:42:38,5,516.21,31170.27,556,780.0,1,0,0,1,1,0,8
11521,33,1,0,0,2024-01-18 08:44:07,13,289.45,6667.84,592,593.44,1,0,0,1,7,1,8
11522,56,3,1,0,2024-01-18 15:38:28,18,169.91,20511.04,591,587.51,1,0,0,1,6,1,15
11523,62,3,0,0,2024-01-18 18:23:29,17,125.97,25351.97,591,569.13,1,0,1,0,0,1,18
11524,17,3,0,0,2024-01-18 00:02:37,3,34.63,5756.1,1295,792.68,1,0,0,1,1,0,0
11525,25,3,1,0,2024-01-18 17:46:01,14,77.24,15333.97,556,604.36,0,1,0,1,6,1,17
11527,57,1,0,1,2024-01-18 04:40:21,14,1105.269446,13153.89,591,641.61,0,1,1,2,6,1,4
11528,61,3,0,2,2024-01-18 15:16:40,15,249.22,20620.16,619,620.96,1,1,1,4,6,1,15
11529,13,1,0,0,2024-01-18 19:42:37,13,1268.168393,45046.55,586,646.84,1,1,0,1,7,1,19
11530,47,3,1,0,2024-01-18 17:49:33,11,53.76,15371.05,556,697.62,0,1,1,4,0,1,17
11531,62,1,0,2,2024-01-18 09:56:41,14,454.96,20656.38,564,697.62,1,1,1,0,3,0,9
11532,62,3,0,1,2024-01-18 17:26:36,14,309.79,76482.1,114,704.33,1,0,0,1,5,0,17
11534,34,1,0,1,2024-01-18 06:48:57,15,183.36,90099.71,550,800.47,1,0,0,1,4,0,6
11537,45,1,1,0,2024-01-18 11:44:48,15,32.3,24489.86,592,716.48,1,0,1,2,6,0,11
11538,56,3,0,2,2024-01-18 05:47:03,6,243.62,31770.25,559,697.62,0,1,0,1,0,0,5
11539,37,3,0,1,2024-01-18 08:01:18,20,33.83,1695.55,561,697.62,0,1,1,3,7,1,8
11540,51,3,0,0,2024-01-18 00:22:08,18,34.91,26671.78,1176,757.44,1,0,0,1,2,0,0
11541,31,1,1,1,2024-01-18 18:51:34,11,680.92,49126.5,632,597.37,1,1,0,1,1,1,18
11542,41,3,0,2,2024-01-18 13:30:49,20,189.99,10250.52,586,669.55,1,0,1,4,0,1,13
11543,41,3,0,2,2024-01-18 07:09:33,4,106.61,38239.25,597,540.33,0,1,0,1,1,1,7
11544,21,3,1,0,2024-01-18 20:06:18,18,149.84,57817.52,556,776.0,1,0,0,1,4,0,20
11546,63,3,1,0,2024-01-18 03:48:06,10,233.98,45588.48,564,661.19,1,1,1,3,3,1,3
11548,57,1,1,2,2024-01-18 06:11:02,7,486.75,26300.61,564,524.1,1,1,1,2,3,1,6
11549,62,3,0,1,2024-01-18 05:51:38,13,244.8,33629.25,564,628.37,0,1,1,2,0,1,5
11550,18,1,1,1,2024-01-18 02:59:32,17,407.28,30423.69,594,726.54,0,1,1,4,0,0,2
11551,19,1,0,0,2024-01-18 22:53:56,20,185.59,24416.24,1294,621.56,0,1,0,1,0,1,22
11553,29,3,1,0,2024-01-18 18:44:18,12,31.89,35304.45,1176,1009.15,0,1,0,1,6,0,18
11554,29,1,1,0,2024-01-18 04:05:28,16,1043.37,35945.31,552,723.36,0,1,1,4,0,0,4
11556,64,1,1,0,2024-01-18 20:41:11,7,816.06,24343.04,559,1262.68,0,1,0,1,7,0,20
11557,25,1,1,0,2024-01-18 03:40:45,8,610.69,17811.78,550,686.84,1,1,1,4,3,1,3
11558,34,1,1,0,2024-01-18 21:58:38,10,687.2,35158.4,558,599.98,0,1,1,2,3,1,21
11559,55,1,0,1,2024-01-18 01:17:50,4,63.15,97629.06,556,784.16,0,1,0,1,8,0,1
11560,47,1,1,2,2024-01-18 06:35:23,10,619.01,49323.47,1282,661.93,1,0,1,0,0,1,6
11561,41,3,1,1,2024-01-18 00:05:18,10,151.36,6659.38,589,637.72,1,0,0,1,1,1,0
11562,28,3,0,2,2024-01-18 05:16:40,14,308.97,7780.26,1294,518.42,0,1,0,1,0,1,5
11563,38,1,1,1,2024-01-18 15:44:07,13,76.74,20603.55,1297,692.44,0,1,1,3,3,1,15
11564,38,1,1,0,2024-01-18 10:32:33,11,1296.25,2937.69,594,697.62,1,1,1,0,1,1,10
11565,48,3,1,2,2024-01-18 06:39:38,11,604.19,46519.67,1291,643.66,0,1,0,1,1,1,6
11566,26,1,0,1,2024-01-18 14:32:24,16,162.11,45983.69,632,635.47,0,1,1,2,6,1,14
11567,36,1,1,1,2024-01-18 03:50:23,3,50.54,22461.1,591,621.85,0,1,0,1,7,1,3
11568,27,1,0,2,2024-01-18 22:38:46,21,53.04,45574.35,1176,653.69,1,0,1,3,6,1,22
11569,22,1,0,2,2024-01-18 19:18:04,7,209.53,35159.65,589,958.49,1,0,1,3,7,1,19
11570,12,1,0,1,2024-01-18 02:11:46,7,72.24,3500.94,603,655.9,0,1,1,3,0,1,2
11571,47,1,0,1,2024-01-18 22:38:14,12,34.05,23019.28,1297,697.62,0,1,0,1,1,1,22
11572,60,1,1,1,2024-01-18 03:02:07,14,209.13,16452.62,586,645.36,0,1,0,1,3,1,3
11574,64,3,0,2,2024-01-18 06:51:47,19,45.74,17562.5,619,334.15,0,1,1,3,7,0,6
11576,18,1,0,1,2024-01-18 16:45:00,11,99.69,43579.63,611,651.8,0,1,1,4,7,1,16
11577,28,3,1,0,2024-01-18 22:19:11,13,186.93,59394.94,1282,750.5,0,1,1,2,2,0,22
11578,26,1,0,0,2024-01-18 10:51:57,18,70.57,83409.09,1297,697.62,0,1,1,2,2,0,10
11579,42,1,0,0,2024-01-18 10:29:27,9,34.98,32070.12,558,697.62,1,0,1,0,1,1,10
11580,44,1,0,1,2024-01-18 02:42:47,23,86.11,20028.05,554,508.68,1,0,0,1,6,1,2
11581,16,1,1,1,2024-01-18 20:34:09,11,710.19,4990.66,594,670.02,1,0,0,1,1,0,20
11582,25,1,0,0,2024-01-18 23:11:14,3,345.26,16166.06,550,697.62,0,1,0,1,7,1,23
11583,54,1,1,0,2024-01-18 23:09:55,12,572.74,63738.23,549,759.25,1,1,1,2,2,0,23
11584,63,1,1,2,2024-01-18 10:03:53,23,34.01,11154.14,549,599.72,1,0,1,3,6,1,10
11585,51,1,1,1,2024-01-18 12:13:20,13,544.75,25571.88,1297,248.24,1,0,0,1,0,0,12
11587,50,1,0,2,2024-01-18 07:58:14,6,430.46,5373.9,1297,798.22,0,1,0,1,0,0,7
11588,52,3,0,1,2024-01-18 12:48:19,18,345.79,29832.62,1176,762.42,0,1,0,1,5,0,12
11589,45,3,0,0,2024-01-18 17:46:37,18,34.4,16793.6,592,745.05,1,0,0,1,0,0,17
11590,57,1,1,2,2024-01-18 06:06:14,20,58.26,8334.69,550,697.62,1,0,0,1,1,0,6
11591,38,1,1,2,2024-01-18 23:16:51,14,65.34,56587.85,1297,842.97,0,1,0,1,5,0,23
11592,32,3,1,2,2024-01-18 18:55:26,12,935.9634,48920.57,603,722.56,1,0,1,2,6,0,18
11593,24,1,0,2,2024-01-18 06:09:25,5,31.9,37739.68,1291,632.7,1,0,1,4,6,1,6
11594,64,1,0,1,2024-01-18 17:36:25,18,1042.7822,18322.63,1176,697.62,1,0,0,1,6,1,17
11596,31,1,0,1,2024-01-18 03:43:54,13,357.83,70783.35,1282,802.21,1,1,0,1,5,0,3
11598,41,1,1,1,2024-01-18 09:54:52,5,510.16,17151.77,619,728.28,1,0,1,4,1,0,9
11600,43,3,0,2,2024-01-18 15:29:27,17,33.57,27342.0,1295,751.61,0,1,0,1,1,0,15
11601,27,3,0,2,2024-01-18 08:44:22,2,183.25,2955.0,556,842.23,0,1,0,1,5,0,8
11602,45,1,1,0,2024-01-18 22:20:20,18,293.54,9836.62,589,672.17,1,0,1,3,1,1,22
11603,46,3,1,1,2024-01-18 02:07:27,16,73.01,83883.0,550,761.6,1,0,1,0,4,0,2
11605,41,3,0,0,2024-01-18 18:53:44,10,473.74,35381.59,559,481.71,1,1,0,1,1,0,18
11606,56,3,0,0,2024-01-18 14:42:37,5,794.48,17340.27,619,1124.77,1,1,1,3,6,0,14
11607,19,3,0,2,2024-01-18 07:32:52,4,91.81,40763.46,611,785.1,1,0,0,1,6,0,7
11608,59,3,1,2,2024-01-18 00:21:11,5,297.39,42033.52,1291,792.78,1,0,1,2,6,0,0
11609,46,3,1,2,2024-01-18 11:48:12,22,30.61,25487.97,565,697.62,1,0,0,1,1,1,11
11610,29,3,0,1,2024-01-18 14:47:55,11,1293.854743,13934.24,561,622.01,1,0,0,1,6,1,14
11611,25,1,0,0,2024-01-18 21:09:41,14,323.03,32584.5,589,789.95,1,0,1,3,1,0,21
11612,33,1,0,1,2024-01-18 08:39:52,25,30.3,29229.21,597,769.83,0,1,0,1,0,0,8
11613,38,1,1,2,2024-01-18 20:55:39,12,461.1,17249.74,556,541.05,0,1,1,2,7,1,20
11615,37,1,0,0,2024-01-18 19:35:16,15,31.93,15929.79,556,972.15,0,1,0,1,0,0,19
11616,59,1,0,1,2024-01-18 04:57:31,13,55.08,36100.2,603,719.11,0,1,0,1,1,1,4
11617,25,3,0,2,2024-01-18 20:33:50,12,211.89,26161.75,611,621.74,1,1,0,1,3,1,20
11618,31,1,0,2,2024-01-18 14:54:03,20,242.99,34093.68,586,755.99,1,1,1,2,1,0,14
11619,22,1,0,2,2024-01-18 11:43:39,12,34.79,44242.93,69,740.87,1,0,0,1,2,0,11
11620,18,3,0,0,2024-01-18 08:13:31,3,850.91,40298.92,1297,702.08,0,1,1,2,0,0,8
11621,12,3,1,0,2024-01-18 14:42:21,18,30.58,32344.27,619,697.62,0,1,1,0,7,0,14
11623,23,3,0,2,2024-01-18 16:15:36,14,301.69,32831.32,554,728.26,1,0,0,1,3,0,16
11624,17,3,1,1,2024-01-18 09:29:16,21,47.46,15420.61,550,718.02,1,0,1,3,1,0,9
11626,41,3,0,1,2024-01-18 16:22:13,11,58.38,52163.03,567,747.02,1,0,0,1,2,0,16
11627,36,3,0,2,2024-01-18 02:08:24,20,242.65,38988.13,561,742.16,1,0,1,4,3,0,2
11628,14,3,0,2,2024-01-18 02:44:45,12,261.74,37374.55,1291,708.24,1,0,1,2,3,1,2
11629,35,1,0,0,2024-01-18 23:47:35,17,275.85,46502.93,592,706.14,1,1,1,4,7,0,23
11630,38,1,1,2,2024-01-18 20:34:18,10,269.4,25401.53,1282,622.6,1,1,1,4,1,1,20
11631,17,3,0,1,2024-01-18 06:19:01,20,48.63,37491.01,1297,714.44,1,0,1,2,3,1,6
11632,36,3,0,2,2024-01-18 05:49:34,10,34.0,11390.07,632,697.62,1,0,1,4,1,1,5
11633,41,1,1,0,2024-01-18 03:32:06,11,32.8,5376.25,603,625.69,0,1,0,1,6,1,3
11634,27,1,0,0,2024-01-18 06:38:02,21,104.93,13669.31,554,762.99,1,0,0,1,6,0,6
11635,36,3,1,2,2024-01-18 14:11:15,17,62.08,28118.1,603,676.68,0,1,0,1,3,1,14
11636,54,3,1,1,2024-01-18 20:20:00,10,127.23,1972.99,597,786.43,1,0,0,1,7,0,20
11637,64,1,0,1,2024-01-18 13:00:49,13,1224.81079,10480.63,1176,798.33,0,1,0,1,6,0,13
11638,33,3,0,2,2024-01-18 07:36:47,16,31.26,41571.85,556,799.19,1,0,1,0,1,0,7
11639,56,3,0,0,2024-01-18 03:40:09,13,105.96,83727.45,552,710.74,0,1,1,0,4,0,3
11640,39,1,0,2,2024-01-18 07:56:05,21,55.74,32938.3,594,777.06,1,0,1,2,7,0,7
11641,42,3,0,1,2024-01-18 02:50:15,21,126.9,60284.55,1176,793.81,0,1,1,2,2,0,2
11642,15,3,0,1,2024-01-18 16:06:15,15,69.86,1179.47,1297,638.64,1,0,0,1,3,1,16
11644,44,3,1,0,2024-01-18 05:40:48,13,103.87,17926.33,559,756.96,1,0,0,1,3,0,5
11645,25,1,1,1,2024-01-18 15:34:09,8,33.89,49053.45,591,778.54,1,0,1,3,6,0,15
11646,33,3,0,0,2024-01-18 23:27:51,8,61.38,43374.13,549,557.39,1,0,1,0,0,1,23
11647,51,1,0,0,2024-01-18 15:41:29,17,306.36,18176.12,1282,770.64,0,1,1,2,6,0,15
11648,15,3,0,2,2024-01-18 21:38:25,3,297.29,16412.06,1294,800.31,1,0,0,1,5,0,21
11649,25,1,0,2,2024-01-18 20:01:20,19,33.28,22113.54,564,702.29,1,0,0,1,7,1,20
11651,27,1,0,1,2024-01-18 16:09:04,2,219.47,32947.39,550,718.3,1,0,0,1,3,0,16
11652,48,1,1,0,2024-01-18 20:08:52,13,60.01,37503.42,559,773.64,0,1,1,0,3,0,20
11654,13,1,0,2,2024-01-18 15:42:29,3,208.57,46903.39,586,888.82,0,1,0,1,1,1,15
11655,26,1,0,0,2024-01-18 15:14:51,14,1430.44,25456.01,552,734.25,1,1,1,0,7,0,15
11656,23,1,1,0,2024-01-18 15:36:55,23,87.94,99507.46,567,717.16,0,1,1,3,8,0,15
11657,31,3,1,0,2024-01-18 17:09:30,11,32.4,7039.68,592,744.74,1,0,1,2,0,0,17
11658,26,1,0,1,2024-01-18 00:36:16,9,33.61,8112.89,597,727.04,0,1,1,0,7,0,0
11659,24,1,0,2,2024-01-18 11:52:51,24,32.11,4845.53,591,697.62,1,0,0,1,6,1,11
11660,24,1,1,0,2024-01-18 22:42:54,10,587.54,31781.75,919,753.48,1,0,1,3,4,0,22
11661,24,1,1,1,2024-01-18 14:38:43,15,175.47,6193.08,556,697.62,0,1,1,2,5,0,14
11662,18,1,1,2,2024-01-18 20:05:42,19,1042.779515,49079.1,586,685.22,1,0,0,1,6,1,20
11663,41,3,0,2,2024-01-18 13:42:45,21,195.36,12171.89,561,540.71,1,0,0,1,1,0,13
11664,17,1,0,2,2024-01-18 11:58:42,4,294.34,40976.11,919,1058.33,1,0,0,1,2,0,11
11665,41,1,1,0,2024-01-18 04:46:47,15,566.82,31600.55,559,609.58,0,1,0,1,6,1,4
11666,17,3,0,2,2024-01-18 00:00:28,19,198.85,51168.03,648,730.94,0,1,1,3,2,0,0
11667,26,3,0,2,2024-01-18 03:47:26,24,574.87,37326.67,558,644.2,0,1,1,2,0,1,3
11668,33,1,1,0,2024-01-18 11:01:22,4,69.49,34298.43,597,612.05,1,0,0,1,0,1,11
11670,26,1,0,1,2024-01-18 15:36:16,6,410.86,5476.37,1291,762.56,1,0,0,1,7,0,15
11671,20,3,0,2,2024-01-18 21:42:49,13,31.65,82308.03,558,787.72,0,1,1,4,8,0,21
11672,49,1,0,2,2024-01-18 13:12:51,21,1374.310449,6971.96,632,663.9,0,1,1,2,3,1,13
11673,43,1,1,2,2024-01-18 00:08:58,14,108.16,26034.29,559,691.53,0,1,1,0,7,1,0
11674,59,3,0,2,2024-01-18 23:27:55,10,36.85,28439.25,564,661.68,1,0,0,1,7,1,23
11675,11,1,0,1,2024-01-18 05:49:53,10,32.88,39630.5,597,788.29,1,0,0,1,1,0,5
11676,51,3,1,1,2024-01-18 13:35:16,11,413.08,47093.01,550,758.63,0,1,1,0,7,0,13
11677,30,1,0,2,2024-01-18 19:29:04,8,110.82,4967.0,556,697.62,1,0,0,1,7,1,19
11678,22,3,0,2,2024-01-18 07:33:43,18,81.82,19811.79,589,665.71,1,0,0,1,1,1,7
11679,23,1,1,0,2024-01-18 09:05:16,18,100.01,5841.19,611,784.97,0,1,0,1,7,0,9
11680,10,1,0,0,2024-01-18 15:07:13,20,369.88,2852.17,619,612.71,1,0,0,1,6,1,15
11682,21,1,0,1,2024-01-18 20:42:23,9,93.41,33800.91,549,677.76,0,1,1,2,0,1,20
11683,41,3,0,0,2024-01-18 03:42:19,14,464.42,18184.32,619,798.19,1,0,0,1,0,0,3
